DateTime,Total,NaturalGas,Wind,Lignite,BlackCoal,HardCoal,FuelOil,Geothermal,Dam,Naphta,Biomass,Run-of-River,Other
2016-01-01 00:00:00,20021.45,6476.64,168.49,4139.53,736.0,4612.0,115.0,104.1,3421.0,5.0,0.0,123.69,120.0
2016-01-01 01:00:00,18735.09,5471.14,168.48,4139.53,736.0,4587.0,115.0,104.1,3166.0,5.0,0.0,122.84,120.0
2016-01-01 02:00:00,17662.05,5182.14,168.44,4139.53,736.0,4470.0,115.0,104.1,2499.0,5.0,0.0,122.84,120.0
2016-01-01 03:00:00,17059.91,5146.13,159.71,4139.53,736.0,4470.0,115.0,104.1,1943.0,5.0,0.0,121.44,120.0
2016-01-01 04:00:00,16903.33,4990.13,149.83,4139.53,736.0,4470.0,115.0,104.1,1943.0,5.0,0.0,130.74,120.0
2016-01-01 05:00:00,16845.48,4941.13,138.38,4139.53,736.0,4470.0,115.0,104.1,1943.0,5.0,0.0,133.34,120.0
2016-01-01 06:00:00,17001.33,5116.08,120.18,4139.53,736.0,4470.0,115.0,104.1,1943.0,5.0,0.0,132.44,120.0
2016-01-01 07:00:00,16740.74,4993.23,109.84,4139.53,594.0,4470.0,115.0,104.1,1951.5,5.0,0.0,138.54,120.0
2016-01-01 08:00:00,17864.68,5643.54,101.52,4139.53,594.0,4470.0,115.0,104.1,2428.5,5.0,0.0,143.49,120.0
2016-01-01 09:00:00,19420.21,6237.16,95.73,4139.53,594.0,4612.0,115.0,104.0,3183.5,5.0,0.0,214.29,120.0
2016-01-01 10:00:00,20912.93,7964.49,90.42,4139.53,594.0,4612.0,115.0,101.5,2966.5,5.0,0.0,204.49,120.0
2016-01-01 11:00:00,22370.17,8755.62,89.33,4139.53,594.0,4612.0,115.0,103.5,3632.5,5.0,0.0,203.69,120.0
2016-01-01 12:00:00,22609.84,8787.12,98.2,4139.53,594.0,4612.0,115.0,103.0,3834.5,5.0,0.0,201.49,120.0
2016-01-01 13:00:00,23211.71,9067.62,114.47,4139.53,594.0,4612.0,115.0,103.0,4137.5,5.0,0.0,203.59,120.0
2016-01-01 14:00:00,23332.34,9157.62,120.6,4139.53,594.0,4612.0,115.0,103.0,4164.5,5.0,0.0,201.09,120.0
2016-01-01 15:00:00,23455.28,9232.63,117.03,4139.53,594.0,4612.0,115.0,103.0,4217.5,5.0,0.0,199.59,120.0
2016-01-01 16:00:00,25315.03,10264.73,116.38,4139.53,888.0,4612.0,115.0,103.0,4743.5,5.0,0.0,207.89,120.0
2016-01-01 17:00:00,26396.37,10436.51,109.84,4139.53,888.0,4702.0,125.0,103.0,5564.5,5.0,0.0,202.99,120.0
2016-01-01 18:00:00,25920.48,10429.51,93.95,4139.53,888.0,4702.0,125.0,101.0,5120.0,5.0,0.0,196.49,120.0
2016-01-01 19:00:00,25486.91,10086.41,87.08,4139.53,888.0,4702.0,125.0,103.5,5035.0,5.0,0.0,195.39,120.0
2016-01-01 20:00:00,24930.52,9822.81,83.09,4139.53,888.0,4702.0,125.0,103.5,4747.0,5.0,0.0,194.59,120.0
2016-01-01 21:00:00,23904.99,9147.01,89.76,4139.53,736.0,4702.0,125.0,103.5,4606.0,5.0,0.0,131.19,120.0
2016-01-01 22:00:00,24200.97,9177.69,101.86,4139.53,736.0,4702.0,115.0,103.5,4876.0,5.0,0.0,124.39,120.0
2016-01-01 23:00:00,23315.51,9269.66,108.13,4139.53,736.0,4702.0,115.0,103.5,3892.0,5.0,0.0,124.69,120.0
2016-01-02 00:00:00,23524.47,8771.34,40.0,4077.18,874.0,4677.0,115.0,79.5,4577.0,5.0,0.0,188.45,120.0
2016-01-02 01:00:00,22090.36,8007.84,39.0,4077.18,794.0,4677.0,115.0,79.5,3987.0,5.0,0.0,188.84,120.0
2016-01-02 02:00:00,20881.76,7900.24,41.0,4077.18,736.0,4652.0,115.0,79.5,2967.0,5.0,0.0,188.84,120.0
2016-01-02 03:00:00,20578.55,7914.33,42.1,4079.18,736.0,4652.0,115.0,79.5,2647.0,5.0,0.0,188.44,120.0
2016-01-02 04:00:00,19956.65,7822.23,44.1,4079.18,736.0,4510.0,115.0,79.5,2297.0,5.0,0.0,148.64,120.0
2016-01-02 05:00:00,20264.95,7827.53,46.1,4079.18,736.0,4652.0,115.0,79.5,2452.0,5.0,0.0,152.64,120.0
2016-01-02 06:00:00,20504.5,7801.88,46.6,4054.18,736.0,4652.0,115.0,79.5,2742.0,5.0,0.0,152.34,120.0
2016-01-02 07:00:00,21661.2,8369.38,48.6,4054.18,736.0,4692.0,115.0,79.5,3289.5,5.0,0.0,152.04,120.0
2016-01-02 08:00:00,24404.16,10360.84,48.6,4079.18,736.0,4692.0,115.0,79.5,4013.5,5.0,0.0,154.54,120.0
2016-01-02 09:00:00,26843.45,12176.26,48.77,4088.18,831.0,4702.0,115.0,79.4,4514.5,5.0,0.0,163.34,120.0
2016-01-02 10:00:00,27670.88,12656.49,68.77,4088.18,831.0,4702.0,115.0,79.4,4838.5,5.0,0.0,166.54,120.0
2016-01-02 11:00:00,28078.91,12749.82,69.77,3830.18,831.0,4702.0,115.0,79.4,5382.5,5.0,0.0,194.24,120.0
2016-01-02 12:00:00,27138.96,12353.92,71.72,3734.18,831.0,4702.0,115.0,78.9,4944.5,5.0,0.0,182.74,120.0
2016-01-02 13:00:00,27258.76,12453.92,72.72,3837.18,831.0,4702.0,115.0,78.9,4834.5,5.0,0.0,208.54,120.0
2016-01-02 14:00:00,27304.46,12512.12,72.72,3906.18,831.0,4702.0,115.0,78.9,4746.5,5.0,0.0,215.04,120.0
2016-01-02 15:00:00,26963.15,12308.73,72.1,3906.18,799.0,4692.0,115.0,78.9,4650.5,5.0,0.0,215.74,120.0
2016-01-02 16:00:00,27643.3,12837.03,64.9,4022.53,711.0,4702.0,115.0,78.9,4769.0,5.0,0.0,217.94,120.0
2016-01-02 17:00:00,28473.48,12857.61,61.6,4078.53,711.0,4702.0,125.0,78.9,5516.0,5.0,0.0,217.84,120.0
2016-01-02 18:00:00,27977.5,12596.31,60.92,4194.53,711.0,4702.0,125.0,78.9,5156.5,5.0,0.0,227.34,120.0
2016-01-02 19:00:00,27316.3,12124.41,60.92,4345.53,711.0,4702.0,125.0,78.9,4816.5,5.0,0.0,227.04,120.0
2016-01-02 20:00:00,26734.6,11848.41,49.72,4284.53,607.0,4702.0,125.0,78.9,4686.5,5.0,0.0,227.54,120.0
2016-01-02 21:00:00,26129.93,11521.54,48.02,4291.53,607.0,4702.0,125.0,78.9,4421.5,5.0,0.0,209.44,120.0
2016-01-02 22:00:00,26273.21,11430.22,50.02,4204.53,607.0,4702.0,115.0,78.9,4816.5,5.0,0.0,144.04,120.0
2016-01-02 23:00:00,25035.68,10505.19,51.02,4204.53,607.0,4702.0,115.0,78.9,4502.5,5.0,0.0,144.54,120.0
2016-01-03 00:00:00,23693.71,9123.74,66.64,4052.18,765.0,4665.0,115.0,79.5,4468.0,5.0,0.0,116.65,237.0
2016-01-03 01:00:00,22254.51,8310.24,66.35,4102.18,765.0,4665.0,115.0,79.5,3796.0,5.0,0.0,113.24,237.0
2016-01-03 02:00:00,21147.97,7894.34,68.11,4157.18,669.0,4665.0,115.0,79.5,3141.0,5.0,0.0,116.84,237.0
2016-01-03 03:00:00,20498.63,7854.53,73.98,4181.18,669.0,4652.0,115.0,79.5,2511.0,5.0,0.0,120.44,237.0
2016-01-03 04:00:00,20080.25,7778.73,81.6,4181.18,669.0,4581.0,115.0,79.5,2231.0,5.0,0.0,121.24,237.0
2016-01-03 05:00:00,20070.24,7552.83,88.49,4181.18,669.0,4652.0,115.0,79.5,2361.0,5.0,0.0,129.24,237.0
2016-01-03 06:00:00,19655.77,7513.52,96.33,4181.18,669.0,4510.0,115.0,79.5,2121.0,5.0,0.0,128.24,237.0
2016-01-03 07:00:00,19394.32,7460.63,101.77,4181.18,669.0,4535.0,115.0,79.5,1882.5,5.0,0.0,127.74,237.0
2016-01-03 08:00:00,20609.21,7586.84,112.55,4181.18,669.0,4702.0,115.0,79.5,2787.5,5.0,0.0,133.64,237.0
2016-01-03 09:00:00,21678.11,8063.36,118.13,4181.18,549.0,4702.0,115.0,79.4,3482.5,5.0,0.0,145.54,237.0
2016-01-03 10:00:00,22837.21,9042.99,127.8,4193.18,549.0,4567.0,115.0,79.4,3776.5,5.0,0.0,144.34,237.0
2016-01-03 11:00:00,23359.39,9491.82,141.65,4021.18,549.0,4567.0,115.0,79.4,3957.5,5.0,0.0,194.84,237.0
