DateTime,Total,NaturalGas,Wind,Lignite,BlackCoal,HardCoal,FuelOil,Geothermal,Dam,Naphta,Biomass,Run-of-River,Other
2018-01-01 00:00:00,25346.541,7028.97,1008.079,4285.0,642,5006.0,105.0,693.55,4709.15,5.5,129.43,1476.312,257.55
2018-01-01 01:00:00,23772.09,6710.97,1004.024,4295.0,642,5004.0,105.0,694.15,3450.15,5.5,129.73,1474.016,257.55
2018-01-01 02:00:00,22363.601,6322.97,1030.485,4305.0,642,5010.0,105.0,695.35,2518.15,5.5,129.73,1341.866,257.55
2018-01-01 03:00:00,21043.743,5804.47,1061.371,4315.0,522,4403.0,105.0,697.05,2460.15,5.5,130.99,1282.862,256.35
2018-01-01 04:00:00,20999.462,5682.47,1066.86,4325.0,642,4410.0,105.0,697.55,2385.15,5.5,130.99,1292.592,256.35
2018-01-01 05:00:00,20903.479,5744.47,1074.913,4335.0,642,4282.0,105.0,698.45,2385.15,5.5,130.79,1243.856,256.35
2018-01-01 06:00:00,21196.082,5742.67,1078.736,4365.0,642,4679.0,115.0,696.85,2323.15,5.5,130.79,1161.036,256.35
2018-01-01 07:00:00,21686.437,6014.67,1080.635,4382.0,642,4862.0,115.0,695.65,2226.15,5.3,130.79,1275.892,256.35
2018-01-01 08:00:00,22782.195,6978.67,1054.633,4362.0,642,5108.0,115.0,693.05,1927.85,5.3,130.79,1507.352,257.55
2018-01-01 09:00:00,23895.028,7746.17,1050.472,4378.0,660,5181.0,115.0,690.15,1969.85,5.3,133.66,1707.676,257.75
2018-01-01 10:00:00,24802.166,8463.87,955.81,4110.0,660,5244.0,115.0,686.45,2514.85,5.3,133.86,1654.976,258.05
2018-01-01 11:00:00,26227.03,9761.87,903.398,4052.0,660,5338.0,115.0,681.25,2840.75,5.3,133.76,1477.452,258.25
2018-01-01 12:00:00,26129.877,9582.5,869.265,4052.0,660,5483.0,115.0,679.15,2738.85,5.3,133.76,1552.502,258.55
2018-01-01 13:00:00,26303.294,9683.5,869.148,3940.0,660,5482.0,115.0,676.15,2881.85,5.3,132.36,1599.436,258.55
2018-01-01 14:00:00,26213.164,9789.2,909.308,3914.6,660,5483.0,115.0,673.55,2685.85,5.3,132.36,1586.846,258.15
2018-01-01 15:00:00,26186.283,9928.2,957.871,3832.0,660,5483.0,115.0,672.15,2703.85,5.3,130.36,1440.702,257.85
2018-01-01 16:00:00,27344.433,10258.2,1039.671,3929.0,660,5488.0,115.0,674.45,3333.85,5.3,130.66,1452.652,257.65
2018-01-01 17:00:00,28590.36,10385.5,1155.014,3969.0,660,5491.0,120.0,675.45,4177.85,5.3,130.66,1563.036,257.55
2018-01-01 18:00:00,29240.399,10658.5,1265.423,4019.0,660,5496.0,120.0,677.9,4539.85,5.3,130.66,1575.216,92.55
2018-01-01 19:00:00,28937.698,10671.7,1329.316,4170.0,660,5497.0,120.0,682.6,4055.85,5.3,130.79,1522.592,92.55
2018-01-01 20:00:00,28507.965,10488.0,1382.583,4170.0,660,5498.0,120.0,686.45,3769.15,5.4,130.79,1505.042,92.55
2018-01-01 21:00:00,28029.874,10258.5,1449.958,4018.0,660,5489.0,120.0,688.6,3635.55,5.4,130.79,1481.526,92.55
2018-01-01 22:00:00,27994.445,10275.47,1481.799,4058.0,660,5481.0,105.0,691.9,3581.55,5.4,131.19,1430.586,92.55
2018-01-01 23:00:00,26832.614,9976.47,1512.512,4017.0,660,5234.0,105.0,694.2,2804.55,5.4,130.19,1435.742,257.55
2018-01-02 00:00:00,26677.558,10058.97,1671.767,4017.8,660,5399.0,105.0,697.0,2437.25,5.5,132.36,1234.361,258.55
2018-01-02 01:00:00,24939.239,9773.97,1714.013,4017.8,660,5266.0,105.0,697.9,1138.25,5.5,131.86,1170.396,258.55
2018-01-02 02:00:00,23723.462,9280.47,1790.816,3905.8,660,5121.0,105.0,699.0,682.25,5.5,132.36,1082.716,258.55
2018-01-02 03:00:00,23088.971,8344.97,1862.53,3928.0,660,5244.0,105.0,700.6,688.25,5.5,131.86,1160.911,257.35
2018-01-02 04:00:00,23137.892,8385.97,1927.021,4005.3,660,5217.0,105.0,701.4,626.25,5.5,132.36,1114.741,257.35
2018-01-02 05:00:00,23355.253,8557.97,2012.177,3924.8,660,5216.0,105.0,701.3,700.25,5.5,131.66,1083.246,257.35
2018-01-02 06:00:00,24350.311,9239.17,2074.685,3939.8,660,5349.0,115.0,699.2,715.65,5.5,132.16,1162.796,257.35
2018-01-02 07:00:00,27010.063,10979.47,2138.622,4023.0,660,5553.0,115.0,698.6,1272.65,5.3,131.66,1175.411,257.35
2018-01-02 08:00:00,31548.234,13420.4,2169.693,4014.0,660,6535.0,115.0,696.6,2353.65,5.3,129.26,1190.681,258.65
2018-01-02 09:00:00,33963.824,14751.0,2171.138,4018.0,660,6544.0,115.0,691.9,3291.65,5.3,130.43,1326.156,259.25
2018-01-02 10:00:00,35118.335,15165.5,2165.359,3930.8,660,6544.0,115.0,689.5,4021.75,5.3,132.13,1429.046,259.95
2018-01-02 11:00:00,35819.322,15539.4,2088.311,3930.8,660,6543.0,115.0,683.8,4363.75,5.3,132.53,1497.381,260.05
2018-01-02 12:00:00,34562.639,14776.2,2115.398,3930.8,660,6540.0,115.0,680.1,3839.35,5.3,132.33,1507.611,260.55
2018-01-02 13:00:00,34656.238,14770.3,2167.392,4021.8,660,6537.0,115.0,678.2,3808.45,5.3,131.13,1501.116,260.55
2018-01-02 14:00:00,35164.732,14806.9,2239.946,4021.8,660,6537.0,115.0,673.7,4169.75,5.3,128.83,1545.956,260.55
2018-01-02 15:00:00,35165.486,14787.9,2274.285,4021.8,660,6537.0,115.0,673.1,4165.95,5.3,129.03,1535.971,260.15
2018-01-02 16:00:00,35518.118,15283.7,2164.977,3880.8,660,6539.0,115.0,673.9,4369.85,5.3,131.23,1434.811,259.55
2018-01-02 17:00:00,36475.207,15590.9,2071.781,4000.8,660,6253.8,120.0,676.8,5278.45,5.3,132.53,1426.096,258.75
2018-01-02 18:00:00,36240.429,15783.7,2004.953,4021.8,660,6263.0,120.0,679.8,4843.25,5.3,133.03,1467.046,258.55
2018-01-02 19:00:00,35397.345,14988.2,2036.674,4021.8,660,6293.4,120.0,686.1,4756.85,5.3,132.66,1437.811,258.55
2018-01-02 20:00:00,34203.307,13980.3,2117.696,4021.8,660,6529.0,120.0,688.8,4252.75,5.4,133.16,1435.851,258.55
2018-01-02 21:00:00,33185.077,13571.0,2157.536,3983.8,660,6527.0,120.0,691.2,3678.55,5.4,132.66,1399.381,258.55
2018-01-02 22:00:00,32859.683,13119.5,2203.737,3992.8,660,6020.0,105.0,694.5,4300.95,5.4,133.56,1366.886,257.35
2018-01-02 23:00:00,31338.154,12610.8,2270.248,4021.8,660,5943.4,105.0,695.9,3203.05,5.4,132.06,1433.146,257.35
2018-01-03 00:00:00,28836.598,10618.97,2186.257,4084.8,560,6249.0,105.0,713.4,2710.05,5.5,124.71,1221.561,257.35
2018-01-03 01:00:00,26999.186,10492.8,2165.273,4114.8,486,6223.0,105.0,715.8,1155.05,5.5,124.71,1153.903,257.35
2018-01-03 02:00:00,25972.034,9816.8,2165.081,4143.8,486,6242.0,105.0,716.4,881.55,5.5,124.71,1027.843,257.35
2018-01-03 03:00:00,25352.368,9557.8,2158.817,4169.4,486,5769.0,105.0,717.0,920.55,5.5,124.71,1081.241,257.35
2018-01-03 04:00:00,24994.738,9519.8,2132.347,4052.3,486,5659.0,105.0,717.8,920.55,5.5,124.71,1014.381,257.35
2018-01-03 05:00:00,25209.985,9671.8,2107.322,4044.8,486,5784.0,105.0,717.4,869.55,5.5,124.51,1036.753,257.35
2018-01-03 06:00:00,26278.551,10660.0,2065.598,4044.8,486,5709.0,115.0,713.6,1014.55,5.5,124.51,1082.643,257.35
2018-01-03 07:00:00,28596.326,11502.2,2065.925,4105.8,486,6005.0,115.0,712.1,2088.55,5.3,124.51,1128.291,257.65
2018-01-03 08:00:00,32408.224,14677.4,2055.253,3853.8,486,6489.0,115.0,709.9,2380.85,5.3,126.91,1249.261,259.55
2018-01-03 09:00:00,34603.265,15787.9,2069.602,3853.8,486,6494.0,115.0,704.7,3243.15,5.3,130.28,1452.183,261.35
2018-01-03 10:00:00,35658.189,16153.1,2043.086,3778.8,486,6496.0,115.0,682.6,4038.85,5.3,130.68,1467.223,261.55
2018-01-03 11:00:00,35390.746,16060.4,2001.325,3778.8,486,6498.0,115.0,677.6,3740.25,5.3,130.68,1635.841,261.55
2018-01-03 12:00:00,34017.195,14523.2,2003.604,3768.8,486,6496.0,115.0,677.8,3948.75,5.2,130.68,1600.811,261.35
2018-01-03 13:00:00,34130.774,14711.5,1994.201,3712.8,486,6494.0,115.0,675.9,4003.15,5.2,128.58,1543.293,261.15
2018-01-03 14:00:00,34619.606,15939.4,1950.483,3768.8,486,6497.0,115.0,676.1,3285.25,5.2,127.18,1508.343,260.85
2018-01-03 15:00:00,34531.317,15957.9,1874.996,3768.8,486,6497.0,115.0,675.5,3197.45,5.2,127.18,1566.741,259.55
2018-01-03 16:00:00,35069.138,15957.4,1790.677,3864.8,486,6528.0,115.0,675.3,3751.75,5.2,127.48,1508.881,258.65
2018-01-03 17:00:00,36178.092,15938.3,1701.649,3966.8,486,6575.0,120.0,677.5,4824.25,5.3,127.48,1497.263,258.55
2018-01-03 18:00:00,35287.099,15914.0,1682.516,3986.8,486,6035.0,120.0,679.5,4471.65,5.3,127.78,1520.003,258.55
2018-01-03 19:00:00,34509.754,15020.2,1645.923,4006.8,486,6083.0,120.0,683.0,4611.65,5.3,126.91,1462.421,258.55
2018-01-03 20:00:00,33926.36,14831.8,1609.249,4012.8,486,6128.0,120.0,706.3,4173.15,5.4,126.91,1466.201,260.55
2018-01-03 21:00:00,33226.05,13989.8,1542.677,4012.8,486,6168.0,120.0,709.5,4278.65,5.4,126.91,1525.263,261.05
2018-01-03 22:00:00,32835.242,14320.0,1467.879,4012.8,486,5958.0,105.0,713.0,3936.95,5.4,127.31,1441.353,261.55
2018-01-03 23:00:00,31324.748,13271.1,1377.477,4012.8,486,6089.0,105.0,714.4,3428.95,5.4,126.31,1446.761,261.55
2018-01-04 00:00:00,28665.381,11384.6,1356.747,4055.8,486,5963.0,105.0,712.1,3019.85,5.3,123.75,1191.684,261.55
2018-01-04 01:00:00,26821.766,10090.6,1350.072,4055.8,486,5950.0,105.0,712.7,2516.85,5.3,123.75,1163.144,262.55
2018-01-04 02:00:00,26279.006,9642.6,1352.052,4055.8,486,6344.0,105.0,713.0,1962.75,5.3,123.75,1225.204,263.55
2018-01-04 03:00:00,25414.445,9454.6,1407.821,4055.8,486,6355.0,105.0,713.6,1304.35,5.3,124.05,1140.174,262.75
2018-01-04 04:00:00,25253.872,9249.1,1503.378,4055.8,486,6333.0,105.0,714.4,1322.35,5.3,125.31,1091.484,262.75
2018-01-04 05:00:00,25449.898,9272.1,1566.044,4055.8,486,6436.0,105.0,714.13,1329.35,5.3,126.01,1091.414,262.75
2018-01-04 06:00:00,25774.067,9517.3,1613.493,4055.8,486,6276.0,115.0,711.6,1535.85,5.3,127.01,1067.964,262.75
