DateTime,Total,NaturalGas,Wind,Lignite,BlackCoal,HardCoal,FuelOil,Geothermal,Dam,Naphta,Biomass,Run-of-River,Other
2019-01-01 00:00:00,26370.02,5026.53,2363.84,4753.0,0.0,5001.0,0.8,873.7,5704.46,0.0,287.48,2013.11,346.1
2019-01-01 01:00:00,24455.36,4648.53,2555.32,4574.0,0.0,4724.0,0.8,873.5,4483.76,0.0,287.88,1961.47,346.1
2019-01-01 02:00:00,23020.56,4489.53,2713.39,4574.0,0.0,4170.0,0.8,875.65,3728.76,0.0,287.76,1834.57,346.1
2019-01-01 03:00:00,21954.62,4166.53,2881.99,4325.0,0.0,4000.0,0.8,876.5,3248.76,0.0,287.87,1821.07,346.1
2019-01-01 04:00:00,21899.53,3927.53,3091.42,4311.5,0.0,3930.0,0.8,877.4,3344.76,0.0,288.97,1781.05,346.1
2019-01-01 05:00:00,22092.68,3927.53,3274.09,4311.5,0.0,3930.0,0.8,877.1,3332.76,0.0,291.43,1801.37,346.1
2019-01-01 06:00:00,22206.88,3928.53,3415.95,4311.5,0.0,3928.0,0.8,877.0,3332.76,0.0,291.43,1774.81,346.1
2019-01-01 07:00:00,22734.99,4148.53,3638.07,4311.5,0.0,4028.0,0.8,875.95,3271.36,0.6,291.21,1822.07,346.9
2019-01-01 08:00:00,23490.68,4255.53,3778.82,4311.5,0.0,4079.0,0.8,874.05,3554.46,0.6,294.0,1991.02,350.9
2019-01-01 09:00:00,25054.06,4677.53,3868.58,4323.5,0.0,4169.0,0.8,872.25,4340.46,0.0,299.87,2145.57,356.5
2019-01-01 10:00:00,26695.69,4834.53,3870.23,4690.5,0.0,4269.0,0.8,866.15,5290.06,0.0,299.67,2210.15,364.6
2019-01-01 11:00:00,27797.67,4874.53,3903.13,4402.0,0.0,4269.0,0.8,861.15,6523.26,0.0,299.45,2294.45,369.9
2019-01-01 12:00:00,27748.0,4641.53,3953.27,4400.0,0.0,4270.0,0.8,857.15,6663.76,0.0,298.87,2288.72,373.9
2019-01-01 13:00:00,27960.95,4634.53,3986.49,4429.0,0.0,4520.0,0.8,854.0,6610.16,0.0,300.47,2250.6,374.9
2019-01-01 14:00:00,28106.53,4633.53,3942.76,4430.0,0.0,4501.0,0.8,852.65,6919.96,0.0,300.37,2160.46,365.0
2019-01-01 15:00:00,28175.03,4654.53,3973.38,4430.0,0.0,4520.7,0.8,852.8,6879.96,0.0,301.08,2204.28,357.5
2019-01-01 16:00:00,29322.07,5059.53,3972.26,4470.0,0.0,4670.2,0.8,852.95,7555.76,0.0,299.78,2089.39,351.4
2019-01-01 17:00:00,31184.33,4934.33,3973.71,4470.0,0.0,5437.0,0.8,855.05,8694.26,0.5,297.5,2174.38,346.8
2019-01-01 18:00:00,32113.4,4914.03,3848.9,4470.0,0.0,5458.0,0.8,859.3,9719.26,0.5,297.6,2198.91,346.1
2019-01-01 19:00:00,30874.68,4862.33,3665.07,4459.0,0.0,6063.0,0.8,863.45,8087.96,0.6,297.6,2228.77,346.1
2019-01-01 20:00:00,30181.84,5373.53,3438.68,4454.0,0.0,5492.7,0.8,865.15,7682.06,0.6,297.6,2230.62,346.1
