DateTime,Total,NaturalGas,Wind,Lignite,BlackCoal,HardCoal,FuelOil,Geothermal,Dam,Naphta,Biomass,Run-of-River,Other
2017-01-01 00:00:00,24896.395,6962.77,864.735,3824.5,671,4702.0,115,547.0,5479.46,5.1,101.81,1250.32,372.7
2017-01-01 01:00:00,23560.237,6643.67,811.377,3864.5,671,4731.0,115,550.2,4499.76,5.1,101.81,1194.12,372.7
2017-01-01 02:00:00,22284.255,6643.67,783.345,3864.5,671,4591.0,115,552.2,3623.76,5.1,101.81,1136.17,196.7
2017-01-01 03:00:00,21421.496,6475.17,712.536,3754.5,671,4591.0,115,553.1,3150.96,5.1,101.81,1094.62,196.7
2017-01-01 04:00:00,20899.374,6127.17,631.444,3739.5,671,4591.0,115,553.2,3125.96,5.1,101.81,1041.49,196.7
2017-01-01 05:00:00,20837.306,6232.17,561.216,3739.5,671,4591.0,115,553.7,3121.96,5.1,101.81,948.15,196.7
2017-01-01 06:00:00,20651.769,6210.17,511.439,3739.5,671,4501.0,115,552.35,3121.96,5.1,101.81,925.74,196.7
2017-01-01 07:00:00,20594.328,6368.02,469.888,3574.5,671,4501.0,115,551.6,3064.66,5.1,101.81,975.05,196.7
2017-01-01 08:00:00,21277.505,6188.97,421.975,3615.5,672,5184.0,115,542.4,3099.66,5.1,101.31,1134.39,197.2
2017-01-01 09:00:00,22680.258,6728.47,388.918,3720.5,671,5222.0,115,539.2,3479.66,5.1,104.08,1332.43,373.9
2017-01-01 10:00:00,24436.745,7440.97,341.265,3729.5,672,5318.0,115,536.3,4464.96,5.1,104.08,1334.97,374.6
2017-01-01 11:00:00,26123.066,7807.97,291.816,3729.5,672,5271.0,115,536.85,5823.36,5.1,104.08,1391.39,375.0
2017-01-01 12:00:00,26916.448,8658.47,266.928,3729.5,671,5222.0,115,533.35,5847.36,5.1,104.08,1388.66,375.0
2017-01-01 13:00:00,27323.822,8706.47,259.062,3729.5,671,5367.0,115,532.25,6142.36,5.1,102.68,1318.4,375.0
2017-01-01 14:00:00,27231.522,8690.47,262.942,3729.5,671,5244.0,115,531.85,6205.86,5.1,102.67,1298.33,374.8
2017-01-01 15:00:00,27031.128,8433.47,262.818,3769.5,671,5222.0,115,532.25,6294.06,5.1,102.67,1249.46,373.8
