DateTime,Total,NaturalGas,Wind,Lignite,BlackCoal,HardCoal,FuelOil,Geothermal,Dam,Naphta,Biomass,Run-of-River,Other
2021-01-01 00:00:00,26465.84,5886.2,5061.41,4620.0,284.0,6445.9,3.6,1094.92,1533.27,0.0,561.87,768.27,206.4
2021-01-01 01:00:00,24844.67,5024.6,4955.46,4514.0,262.0,6252.9,0.6,1105.71,1264.67,0.0,564.77,693.76,206.2
2021-01-01 02:00:00,23274.45,4041.0,4825.6,4564.0,262.0,5820.6,0.6,1105.02,1237.67,0.0,564.77,647.49,205.7
2021-01-01 03:00:00,22453.18,3638.0,4667.55,4460.0,262.0,5447.6,0.6,1108.92,1433.67,0.0,562.27,666.87,205.7
2021-01-01 04:00:00,21981.51,3538.0,4479.05,4462.0,262.0,5242.4,0.6,1109.9,1446.27,0.0,561.72,673.87,205.7
2021-01-01 05:00:00,21874.17,3535.4,4248.36,4482.0,262.0,5242.4,0.6,1106.6,1456.27,0.0,559.97,774.87,205.7
2021-01-01 06:00:00,21922.77,3296.0,4176.38,4482.0,262.0,5529.1,0.6,1106.0,1457.27,0.0,565.37,842.35,205.7
2021-01-01 07:00:00,22380.44,3287.4,4092.7,4479.0,262.0,6059.2,0.6,1104.5,1576.47,0.0,564.87,744.93,208.77
2021-01-01 08:00:00,22645.33,3648.1,3872.41,4479.0,262.0,6045.0,0.6,1103.82,1534.87,0.0,574.98,878.98,245.57
2021-01-01 09:00:00,23030.69,4192.35,3626.17,4457.0,262.0,5849.6,0.6,1098.52,1764.87,0.0,581.56,845.96,352.06
2021-01-01 10:00:00,23745.4,4473.33,3328.52,4447.0,262.0,6194.3,0.6,1090.13,2052.07,0.0,582.3,870.83,444.32
2021-01-01 11:00:00,24254.46,4462.63,3265.22,4456.3,262.0,6079.0,0.6,1083.14,2553.57,0.0,581.6,1022.59,487.81
2021-01-01 12:00:00,24166.92,4553.24,3206.27,4431.4,262.0,5757.8,0.6,1073.16,2834.37,0.0,583.8,975.77,488.51
2021-01-01 13:00:00,24704.64,5150.23,3062.11,4408.0,262.0,5983.7,0.6,1063.96,2819.37,0.0,580.52,909.44,464.71
2021-01-01 14:00:00,25480.54,6339.73,2818.1,4427.0,262.0,6017.7,0.6,1057.66,2653.07,0.0,575.22,908.87,420.59
2021-01-01 15:00:00,26035.27,7011.99,2466.07,4478.0,262.0,6298.0,0.6,1055.66,2590.37,0.0,564.01,950.79,357.78
2021-01-01 16:00:00,27352.77,7995.21,2071.54,4508.15,284.0,6797.1,3.6,1055.24,2778.37,0.0,570.51,1014.68,274.37
